ensembl_gene	uniprotkb
ENSG00000109971	P11142
ENSG00000170276	Q16082
ENSG00000173641	Q9UBY9
ENSG00000152137	Q9UJY1
ENSG00000109854	Q9BUP3
ENSG00000140262	Q99081
ENSG00000129493	Q86XA9
ENSG00000136273	O60921
ENSG00000159650	Q96N76
ENSG00000253293	P31260
ENSG00000105991	P49639
ENSG00000105997	O43365
ENSG00000106004	P20719
ENSG00000122592	P31268
ENSG00000078399	P31269
ENSG00000120094	P14653
ENSG00000173917	P14652
ENSG00000120075	P09067
ENSG00000108511	P17509
ENSG00000260027	P09629
ENSG00000170689	P17482
ENSG00000180818	Q9NYD6
ENSG00000123388	O43248
ENSG00000198353	P09017
ENSG00000172789	Q00444
ENSG00000037965	P31273
ENSG00000180806	P31274
ENSG00000128710	P28358
ENSG00000170178	P35452
ENSG00000128652	P31249
ENSG00000170166	P09016
ENSG00000175879	P13378
ENSG00000160883	P52790
ENSG00000106633	P35557
ENSG00000068001	Q12891
ENSG00000186792	O43820
ENSG00000103044	O00219
ENSG00000155744	Q8IXS8
ENSG00000122591	Q9BYI3
ENSG00000157423	Q4G0P3
ENSG00000178922	Q5T013
ENSG00000188266	A2RU49
ENSG00000242028	Q9NX55
ENSG00000187516	O75409
ENSG00000110324	Q13651
ENSG00000137070	Q14626
ENSG00000123496	Q14627
ENSG00000174564	Q6UXL0
ENSG00000188676	Q6ZQW0
ENSG00000165948	Q96BM0
ENSG00000104998	Q6UWB1
ENSG00000136695	Q9UBH0
ENSG00000175766	A6NMX2
ENSG00000068383	Q14642
ENSG00000134330	Q2TAA2
ENSG00000115461	P24593
ENSG00000167779	P24592
ENSG00000163596	Q8NDH6
ENSG00000090339	P05362
ENSG00000076662	P32942
ENSG00000105371	Q14773
ENSG00000074706	Q8WWN9
ENSG00000074201	P54105
ENSG00000116237	O60725
ENSG00000125968	P41134
ENSG00000115738	Q02363
ENSG00000117318	Q02535
ENSG00000067064	Q13907
ENSG00000148377	Q9BXS1
ENSG00000163879	O14645
ENSG00000160888	Q9BTL4
ENSG00000137331	P46695
ENSG00000173674	P47813
ENSG00000134001	P05198
ENSG00000136231	O00425
ENSG00000122033	Q9H2K0
ENSG00000156976	Q14240
ENSG00000141543	P38919
ENSG00000135930	O60573
ENSG00000163412	Q8N5X7
ENSG00000151247	P06730
ENSG00000114867	Q04637
ENSG00000106682	Q15056
ENSG00000132507	P63241
ENSG00000163577	Q9GZV4
ENSG00000100664	P55010
ENSG00000242372	P56537
ENSG00000165949	P40305
ENSG00000137965	Q8TCB0
ENSG00000115267	Q9BYX4
ENSG00000119922	P09913
ENSG00000119917	O14879
ENSG00000244242	A6NMD0
ENSG00000185201	Q01629
ENSG00000142089	Q01628
ENSG00000206013	A6NNB3
ENSG00000228083	P01570
ENSG00000147885	P05015
ENSG00000233816	P01562
ENSG00000188379	P01563
ENSG00000120235	P05013
ENSG00000120242	P32881
ENSG00000171855	P01574
ENSG00000214706	Q12894
ENSG00000204010	Q5T764
ENSG00000109083	Q8IY31
ENSG00000081870	Q9Y547
ENSG00000100360	Q9BW83
ENSG00000119650	Q96FT9
ENSG00000114446	Q9NWB7
ENSG00000096872	Q96LB3
ENSG00000122970	Q8WYA0
ENSG00000032742	Q13099
ENSG00000134812	P27352
ENSG00000089289	P78318
ENSG00000140443	P08069
ENSG00000017427	P05019
ENSG00000167244	P01344
ENSG00000188293	Q6UW32
ENSG00000204866	Q6UWQ7
ENSG00000163395	Q86VF2
ENSG00000128322	P15814
ENSG00000254709	B9A064
ENSG00000144847	Q5DX21
ENSG00000162729	Q969P0
ENSG00000173421	Q8IYA8
ENSG00000124449	Q6NXR0
ENSG00000100906	P25963
ENSG00000104825	Q15653
ENSG00000167604	Q8NI38
ENSG00000204498	Q9UBC1
ENSG00000146243	Q5VVH5
ENSG00000166130	Q70UQ0
ENSG00000185811	Q13422
ENSG00000030419	Q9UKS7
ENSG00000161405	Q9UKT9
ENSG00000123411	Q9H2S9
ENSG00000095574	Q9H5V7
ENSG00000136634	P22301
ENSG00000095752	P20809
ENSG00000172349	Q14005
ENSG00000112115	Q16552
ENSG00000150782	Q14116
ENSG00000136697	Q8WWZ1
ENSG00000103522	Q9HBE5
ENSG00000138684	Q9HBE4
ENSG00000110944	Q9NPF7
ENSG00000100385	P14784
ENSG00000147168	P31785
ENSG00000204671	Q6EBC2
ENSG00000008517	P24001
ENSG00000157368	Q6ZMJ4
ENSG00000125571	Q9NZH6
ENSG00000185291	P26951
ENSG00000160712	P08887
ENSG00000134352	P40189
ENSG00000168685	P16871
ENSG00000143621	Q12905
ENSG00000129351	Q12906
ENSG00000166333	Q13418
ENSG00000115602	Q01638
ENSG00000182481	P52292
ENSG00000186432	O00629
ENSG00000102753	O00505
ENSG00000114030	P52294
ENSG00000196911	O15131
ENSG00000025800	O60684
ENSG00000106348	P20839
ENSG00000178035	P12268
ENSG00000177971	Q9NV31
ENSG00000136718	Q96G21
ENSG00000133731	P29218
ENSG00000141401	O14732
ENSG00000154059	Q9P2X3
ENSG00000068079	P80217
ENSG00000115274	Q9C086
ENSG00000169592	Q8NBZ0
ENSG00000132849	Q8NI35
ENSG00000142166	P17181
ENSG00000196388	Q0VD86
ENSG00000153487	Q9UK53
ENSG00000071243	Q9NXR8
ENSG00000111653	Q9UNL4
ENSG00000168395	Q8WYH8
ENSG00000027697	P15260
ENSG00000159128	P38484
ENSG00000185436	Q8IU57
ENSG00000241644	O95050
ENSG00000128908	Q9ULG1
ENSG00000132376	Q9BT40
ENSG00000188487	Q1MX18
ENSG00000186480	O15503
ENSG00000125629	Q9Y5U4
ENSG00000248099	P51460
ENSG00000172410	Q9Y5Q6
ENSG00000129965	F8WCM5
ENSG00000027644	P14616
ENSG00000171105	P06213
ENSG00000205363	Q2T9L4
ENSG00000188916	Q6ZSG2
ENSG00000254647	P01308
ENSG00000104613	Q9NVR2
ENSG00000127054	Q5TA45
ENSG00000138785	Q96CB8
ENSG00000108506	Q9H0H0
ENSG00000149262	Q96HW7
ENSG00000185085	Q6P9B9
ENSG00000143772	P27987
ENSG00000176095	Q92551
ENSG00000068745	Q9UHH9
ENSG00000161896	Q96PC2
ENSG00000198885	Q6GPH6
ENSG00000171033	P61925
ENSG00000135549	Q9C010
ENSG00000168734	Q9Y2B9
ENSG00000151151	Q8NFU5
ENSG00000086200	Q9UI26
ENSG00000117408	O94829
ENSG00000196497	Q8TEX9
ENSG00000133704	O15397
ENSG00000231989	Q6NXS1
ENSG00000102055	O14990
ENSG00000197429	Q9Y573
ENSG00000148841	Q8IWB1
ENSG00000173226	Q15051
ENSG00000160051	Q4KMZ1
ENSG00000106012	Q6IPM2
ENSG00000229972	P0C7M6
ENSG00000130518	Q9H0B3
ENSG00000144711	Q6DN90
ENSG00000140575	P46940
ENSG00000164675	Q8NA54
ENSG00000134049	Q9Y5U9
ENSG00000090376	Q9Y616
ENSG00000198001	Q9NWZ3
ENSG00000137265	Q15306
ENSG00000167378	Q8WZA9
ENSG00000170561	Q9BZI1
ENSG00000113430	P78413
ENSG00000159387	P78412
ENSG00000165898	Q86U28
ENSG00000136003	Q9H1K1
ENSG00000187608	P05161
ENSG00000164266	P00995
ENSG00000122711	O60575
ENSG00000204909	Q5DT21
ENSG00000016082	P61371
ENSG00000159556	Q96A47
ENSG00000167178	Q6UXK2
ENSG00000100593	Q6H9L7
ENSG00000182149	P53990
ENSG00000175329	Q2M1V0
ENSG00000240682	Q9ULR0
ENSG00000169896	P11215
ENSG00000160255	P05107
ENSG00000132470	P16144
ENSG00000082781	P18084
ENSG00000119185	O14713
ENSG00000196628	P15884
ENSG00000102313	Q6UXX5
ENSG00000078596	O43736
ENSG00000135916	Q9NQX7
ENSG00000125877	Q9BY32
ENSG00000128928	P26440
ENSG00000077684	Q6IE81
ENSG00000043143	Q9NQC1
ENSG00000102221	Q92613
ENSG00000171135	Q8N5M9
ENSG00000158769	Q9Y624
ENSG00000166086	Q9BX67
ENSG00000160593	Q86YT9
ENSG00000153814	Q86VZ6
ENSG00000140044	Q8WYK2
ENSG00000234616	O75564
ENSG00000008735	Q13387
ENSG00000138834	Q9UPT6
ENSG00000050130	Q9P055
ENSG00000152969	Q96N16
ENSG00000176049	Q96AA8
ENSG00000070495	Q6NYC1
ENSG00000243789	P0C870
ENSG00000152409	Q8N9B5
ENSG00000100221	Q15040
ENSG00000161677	Q8TAC2
ENSG00000104369	Q9HDC5
ENSG00000154118	Q8WXH2
ENSG00000092051	Q96JJ6
ENSG00000167476	Q96MG2
ENSG00000171223	P17275
ENSG00000177606	P05412
ENSG00000189159	Q9UK76
ENSG00000235750	Q15053
ENSG00000189367	Q6ZU52
ENSG00000185261	Q8IV33
ENSG00000100364	Q6ICG6
ENSG00000163807	Q96AT1
ENSG00000150477	Q86T90
ENSG00000165185	Q8N8K9
ENSG00000171401	P13646
ENSG00000186847	P02533
ENSG00000171346	P19012
ENSG00000186832	P08779
ENSG00000111057	P05783
ENSG00000171345	P08727
ENSG00000171431	P35900
ENSG00000108244	Q9C075
ENSG00000167916	Q2M2I5
ENSG00000204897	Q7Z3Z0
ENSG00000186393	Q7Z3Y9
ENSG00000171446	Q7Z3Y8
ENSG00000173908	Q7Z3Y7
ENSG00000196859	Q6A163
ENSG00000204889	Q6A162
ENSG00000094796	Q15323
ENSG00000108759	Q14532
ENSG00000116685	Q8IYS2
ENSG00000172867	P35908
ENSG00000185069	Q01546
ENSG00000189182	Q7Z794
ENSG00000167768	P04264
ENSG00000186442	P12035
ENSG00000170477	P19013
ENSG00000186081	P13647
ENSG00000205420	P02538
ENSG00000185479	P04259
ENSG00000170465	P48668
ENSG00000139648	Q3SY84
ENSG00000170486	Q14CN4
ENSG00000186049	Q86Y46
ENSG00000170484	Q7RTS7
ENSG00000170454	O95678
ENSG00000170423	Q8N1N4
ENSG00000185640	Q5XKE5
ENSG00000167767	Q6KB66
ENSG00000170421	P05787
ENSG00000147853	Q9UIJ7
ENSG00000165695	Q96MA6
ENSG00000177485	Q86T24
ENSG00000011201	P23352
ENSG00000197256	Q63ZY3
ENSG00000132854	Q5T7N3
ENSG00000108946	P10644
ENSG00000188191	P31321
ENSG00000114302	P13861
ENSG00000005249	P31323
ENSG00000072062	P17612
ENSG00000142875	P22694
ENSG00000161609	Q8N6L0
ENSG00000172977	Q92993
ENSG00000136504	O95251
ENSG00000102781	Q9BW62
ENSG00000167216	Q8IYT4
ENSG00000189337	Q674X7
ENSG00000120696	Q8WVZ9
ENSG00000141551	P48730
ENSG00000213923	P49674
ENSG00000133275	P78368
ENSG00000151292	Q9Y6M4
ENSG00000143105	Q16322
ENSG00000170049	O43448
ENSG00000134072	Q14012
ENSG00000008118	Q96NX5
ENSG00000070808	Q9UQM7
ENSG00000058404	Q13554
ENSG00000145349	Q13557
ENSG00000148660	Q13555
ENSG00000178695	Q96CX2
ENSG00000151364	Q9BQ13
ENSG00000153885	Q96SI1
ENSG00000100379	Q8N5Z5
ENSG00000168676	Q17RG1
ENSG00000188997	Q4G0X4
ENSG00000182132	Q9NZI2
ENSG00000120049	Q9NS61
ENSG00000185774	Q6PIL6
ENSG00000187486	Q14654
ENSG00000184185	Q14500
ENSG00000157551	Q99712
ENSG00000260458	B7U540
ENSG00000145936	Q16558
ENSG00000135643	Q86W47
ENSG00000111262	Q09470
ENSG00000177301	P16389
ENSG00000177272	P22001
ENSG00000182255	P22459
ENSG00000130037	P22460
ENSG00000151079	P17658
ENSG00000129159	P48547
ENSG00000152049	Q8WWG9
ENSG00000176076	Q9UJ90
ENSG00000162975	Q9H3M0
ENSG00000055118	Q12809
ENSG00000123700	P63252
ENSG00000120457	P48544
ENSG00000157542	P48051
ENSG00000121361	Q15842
ENSG00000162728	Q92806
ENSG00000135750	O00180
ENSG00000182450	Q9NYG8
ENSG00000164626	O95279
ENSG00000173338	Q9Y2U2
ENSG00000105642	Q92952
ENSG00000143603	Q9UGI6
ENSG00000104783	O15554
ENSG00000198553	Q8N5I3
ENSG00000156486	Q9ULS6
ENSG00000168263	Q8TDN2
ENSG00000157992	Q53RY4
ENSG00000166165	P12277
ENSG00000104879	P06732
ENSG00000131730	P17540
ENSG00000237289	P12532
ENSG00000223572	P12532
ENSG00000134504	Q719H9
ENSG00000180332	Q8WVF5
ENSG00000168301	Q8NC69
ENSG00000243335	Q96MP8
ENSG00000183783	Q6ZWB6
ENSG00000104756	Q7L273
ENSG00000162368	P30085
ENSG00000175707	Q8NAX2
ENSG00000134313	Q9ULH0
ENSG00000004487	O60341
ENSG00000186280	Q6B0I6
ENSG00000147050	O15550
ENSG00000155666	Q8N371
ENSG00000079999	Q14145
ENSG00000197993	P23276
ENSG00000183077	Q63HM1
ENSG00000185532	Q13976
ENSG00000135314	Q4VXA5
ENSG00000132680	Q7Z7F0
ENSG00000112232	Q5VWX1
ENSG00000131773	O75525
ENSG00000138030	P50053
ENSG00000100441	O15037
ENSG00000137177	Q9H1H9
ENSG00000089177	Q96L93
ENSG00000116852	O75037
ENSG00000066735	Q9ULI4
ENSG00000243772	P43628
ENSG00000189013	Q99706
ENSG00000167633	P43629
ENSG00000174206	Q96MD2
ENSG00000186638	Q5T7B8
ENSG00000165115	Q86VH2
ENSG00000068796	O00139
ENSG00000084731	O14782
ENSG00000168280	O60282
ENSG00000088727	Q9HAQ2
ENSG00000075945	Q92845
ENSG00000140859	Q9BVG8
ENSG00000110921	Q03426
ENSG00000170759	P33176
ENSG00000126259	Q6UWL6
ENSG00000174695	Q8TBQ9
ENSG00000215717	Q9NRX6
ENSG00000170498	Q15726
ENSG00000167900	P04183
ENSG00000088970	Q2M2Z5
ENSG00000126214	Q07866
ENSG00000104892	Q6P597
ENSG00000137171	Q9NSK0
ENSG00000130487	Q96G42
ENSG00000124702	Q9BQ90
ENSG00000162755	Q8NEP7
ENSG00000172059	O14901
ENSG00000118922	Q9Y4X4
ENSG00000163884	Q9UIH9
ENSG00000129911	Q9BXK1
ENSG00000171872	Q5JT82
ENSG00000105610	Q13351
ENSG00000109787	P57682
ENSG00000136826	O43474
ENSG00000161594	Q6JEL2
ENSG00000178502	Q9NVR0
ENSG00000117153	Q53G59
ENSG00000076321	Q9Y2M5
ENSG00000162413	Q9UJP4
ENSG00000114796	Q6TFL4
ENSG00000167487	Q53HC5
ENSG00000186231	Q96NJ5
ENSG00000149243	Q6PF15
ENSG00000175946	Q2WGJ6
ENSG00000157119	Q2TBA0
ENSG00000239474	O60662
ENSG00000087448	Q9P2K6
ENSG00000109466	O95198
ENSG00000146021	Q9UH77
ENSG00000172578	Q8WZ60
ENSG00000145332	Q9P2G9
ENSG00000174562	Q9H2R5
ENSG00000167754	Q9Y337
ENSG00000129455	O60259
ENSG00000150045	Q9NZS2
ENSG00000139187	Q96E93
ENSG00000005483	Q8IZD2
ENSG00000110066	Q4FZB7
ENSG00000103550	Q1ED39
ENSG00000067177	P46020
ENSG00000044446	P46019
ENSG00000102893	Q93100
ENSG00000115825	O94806
ENSG00000163558	P41743
ENSG00000067606	Q05513
ENSG00000161542	Q14558
ENSG00000141127	O60256
ENSG00000203786	Q5T749
ENSG00000143627	P30613
ENSG00000215455	P60331
ENSG00000215454	P60372
ENSG00000241123	P60370
ENSG00000188155	P60371
ENSG00000272804	P60409
ENSG00000187766	P60410
ENSG00000221837	P60411
ENSG00000221859	P60014
ENSG00000243489	P60412
ENSG00000182591	Q8IUC1
ENSG00000187175	P59990
ENSG00000221864	P59991
ENSG00000205439	P60328
ENSG00000212933	P60329
ENSG00000198390	Q8IUC0
ENSG00000182816	Q52LG2
ENSG00000240432	Q3SY46
ENSG00000186971	Q3LI77
ENSG00000186970	Q3LI76
ENSG00000186860	Q9BYP8
ENSG00000184351	Q8IUB9
ENSG00000186965	Q3LHN2
ENSG00000244025	Q7Z4W3
ENSG00000186967	Q3LI73
ENSG00000186977	Q3LI72
ENSG00000186925	Q3LI70
ENSG00000244362	Q3SYF9
ENSG00000187026	Q3LI59
ENSG00000186924	Q3MIV0
ENSG00000186980	A1A580
ENSG00000197683	Q6PEX3
ENSG00000212721	Q9BYQ6
ENSG00000213416	Q9BQ66
ENSG00000204571	Q6L8G4
ENSG00000188581	Q07627
ENSG00000221880	Q8IUG1
ENSG00000221852	Q9BYS1
ENSG00000212724	P0C7H8
ENSG00000213417	Q9BYR9
ENSG00000212901	Q9BYR8
ENSG00000212900	Q9BYR7
ENSG00000212899	Q9BYR6
ENSG00000198443	Q9BYQ7
ENSG00000244537	Q9BYR5
ENSG00000171396	Q9BYR3
ENSG00000198271	Q9BYR2
ENSG00000205869	Q6L8H4
ENSG00000205867	Q701N4
ENSG00000196224	Q6L8H2
ENSG00000205864	Q6L8G9
ENSG00000244411	Q6L8G8
ENSG00000241233	O75690
ENSG00000254997	P26371
ENSG00000184724	Q3LI64
ENSG00000186930	Q3LI66
ENSG00000212938	Q3LI67
ENSG00000274749	Q8IUC3
ENSG00000183640	Q8IUC2
ENSG00000239886	Q9BYQ4
ENSG00000204873	Q9BYQ3
ENSG00000187272	Q9BYQ0
ENSG00000133619	A5PL33
ENSG00000184619	Q6ZNG9
ENSG00000147121	Q5JUW0
ENSG00000197302	Q7Z2F6
ENSG00000172086	Q9NPI7
ENSG00000129347	Q8N9T8
ENSG00000001631	O00522
ENSG00000111615	Q13601
ENSG00000131737	O76011
ENSG00000197079	Q92764
ENSG00000126337	O76013
ENSG00000108417	O76014
ENSG00000171360	O76015
ENSG00000205426	Q14533
ENSG00000161850	Q9NSB4
ENSG00000170523	P78385
ENSG00000135443	P78386
ENSG00000170442	O43790
ENSG00000071242	Q15349
ENSG00000100784	O75582
ENSG00000072133	Q9UK32
ENSG00000136643	Q96S38
ENSG00000167524	Q96LW2
ENSG00000171435	Q6VAB6
ENSG00000165025	P43405
ENSG00000213424	Q8N1A0
ENSG00000131738	Q14525
ENSG00000134152	Q9H079
ENSG00000126777	Q86UP2
ENSG00000105700	Q9BQD3
ENSG00000115919	Q16719
ENSG00000040487	Q6ZP29
ENSG00000196976	Q14657
ENSG00000167618	Q6ISS4
ENSG00000112769	Q16363
ENSG00000091136	P07942
ENSG00000172037	P55268
ENSG00000185896	P11279
ENSG00000115365	O43813
ENSG00000132434	Q9NS86
ENSG00000120802	P42166
ENSG00000068697	Q15012
ENSG00000104341	Q86VI4
ENSG00000162511	Q13571
ENSG00000138709	Q659C4
ENSG00000107929	Q92615
ENSG00000184838	Q569H4
ENSG00000161813	Q71RC2
ENSG00000166845	Q8IYD9
ENSG00000002834	Q14847
ENSG00000092068	Q9UHI5
ENSG00000149150	O75387
ENSG00000167703	Q8N370
ENSG00000131023	O95835
ENSG00000213658	O43561
ENSG00000122188	Q8IWV1
ENSG00000204381	Q6UX15
ENSG00000162194	Q9BQE6
ENSG00000143815	Q14739
ENSG00000138136	P52954
ENSG00000179528	Q6XYB7
ENSG00000146963	Q9Y383
ENSG00000108848	O95232
ENSG00000157578	O95447
ENSG00000135338	Q86VQ0
ENSG00000113441	Q9UIQ6
ENSG00000186844	Q5T7P2
ENSG00000196734	Q5T7P3
ENSG00000197084	Q5T751
ENSG00000172155	Q5T752
ENSG00000186226	Q5T753
ENSG00000240386	Q5T754
ENSG00000187173	Q5TA79
ENSG00000159455	O14633
ENSG00000187180	Q5TA81
ENSG00000187223	Q5TA82
ENSG00000185962	Q5TA76
ENSG00000187238	Q5TA77
ENSG00000244057	Q5T5A8
ENSG00000163202	Q9BYE3
ENSG00000185966	Q5T5B0
ENSG00000187170	Q5TA78
ENSG00000186207	Q5TCM9
ENSG00000182866	P06239
ENSG00000172954	Q6UWP7
ENSG00000177984	Q6UWW0
ENSG00000160349	P31025
ENSG00000148386	Q8WX39
ENSG00000178177	Q8N3X6
ENSG00000196233	Q96JN0
ENSG00000043462	Q13094
ENSG00000011638	Q96B96
ENSG00000198728	Q86U70
ENSG00000169744	O43679
ENSG00000134333	P00338
ENSG00000111716	P07195
ENSG00000130164	P01130
ENSG00000182195	O95751
ENSG00000105205	Q05315
ENSG00000100079	P05162
ENSG00000131981	P17931
ENSG00000171747	P56470
ENSG00000178934	P47929
ENSG00000205076	P47929
ENSG00000116977	O00214
ENSG00000170298	Q3B8N2
ENSG00000171916	Q6DKI2
ENSG00000168961	O00182
ENSG00000119862	Q3ZCW2
ENSG00000203784	Q5T871
ENSG00000186007	Q68G75
ENSG00000163352	Q9Y5L5
ENSG00000105617	Q96BZ8
ENSG00000167615	Q96PV6
ENSG00000166477	Q8WVC0
ENSG00000174697	P41159
ENSG00000104660	O95214
ENSG00000168924	O95202
ENSG00000197471	P16150
ENSG00000213921	A8MZ59
ENSG00000178719	Q7Z429
ENSG00000135472	Q9BWQ8
ENSG00000135926	Q969X1
ENSG00000155957	Q9HC24
ENSG00000205213	Q9BXB1
ENSG00000182508	Q86WI0
ENSG00000145685	Q6ZUX7
ENSG00000187416	Q86UP9
ENSG00000156959	Q7Z7J7
ENSG00000197753	Q8TAF8
ENSG00000107902	Q9H008
ENSG00000273706	P48742
ENSG00000106689	P50458
ENSG00000107187	Q9UBR4
ENSG00000121454	Q969G2
ENSG00000106852	Q9UPM6
ENSG00000162624	Q68G74
ENSG00000143355	Q9NQ69
ENSG00000128342	P15018
ENSG00000169783	Q96FE5
ENSG00000203896	Q9H400
ENSG00000106683	P53667
ENSG00000169756	P48059
ENSG00000256977	P0CW19
ENSG00000256671	P0CW20
ENSG00000267796	Q96GY3
ENSG00000189308	Q6MZP7
ENSG00000111052	O14910
ENSG00000104863	Q9HAP6
ENSG00000148943	Q9NUP9
ENSG00000131626	Q13136
ENSG00000177380	O75145
ENSG00000110841	Q86W92
ENSG00000166387	Q8ND30
ENSG00000182333	P07098
ENSG00000187021	P54315
ENSG00000079435	Q05469
ENSG00000204577	O75022
ENSG00000189067	Q99732
ENSG00000145721	Q8N485
ENSG00000171695	Q8TD35
ENSG00000139233	Q9BRT6
ENSG00000165501	Q96L50
ENSG00000114988	Q9H0V9
ENSG00000168216	Q9NUN5
ENSG00000100395	Q969R5
ENSG00000198945	Q96JM7
ENSG00000154655	Q8NA19
ENSG00000105983	Q8WVP7
ENSG00000071282	Q9NZU5
ENSG00000100258	Q9BU23
ENSG00000160789	P02545
ENSG00000113368	P20700
ENSG00000176619	Q03252
ENSG00000048540	Q8TAP4
ENSG00000143013	P61968
ENSG00000163380	Q0VAK6
ENSG00000185522	Q8IXW0
ENSG00000181409	Q6ZMQ8
ENSG00000136944	O60663
ENSG00000131914	Q9H9Z2
ENSG00000206535	A1A4G5
ENSG00000144320	Q9C0E8
ENSG00000072201	Q8TBB1
ENSG00000154359	Q17RB8
ENSG00000175556	Q496Y0
ENSG00000102910	Q86WA8
ENSG00000012779	P09917
ENSG00000179148	Q9BYJ1
ENSG00000171517	Q9UBY5
ENSG00000139679	P43657
ENSG00000150556	Q8NI32
ENSG00000166183	Q86U10
ENSG00000110031	O60711
ENSG00000109771	Q9P2M1
ENSG00000203985	Q5T700
ENSG00000168675	O15165
ENSG00000162981	Q96KN4
ENSG00000168672	Q96KN1
ENSG00000121207	O95237
ENSG00000165383	Q8N456
ENSG00000172731	Q8TCA0
ENSG00000010626	Q53EV4
ENSG00000175489	Q8N386
ENSG00000148814	Q9C0I9
ENSG00000159708	Q1X8D7
ENSG00000179796	Q96PB8
ENSG00000066557	Q9H9A6
ENSG00000132128	Q15345
ENSG00000169683	Q96CN5
ENSG00000148948	Q9HCJ2
ENSG00000162763	Q8N7C0
ENSG00000161328	Q8IYG6
ENSG00000108829	Q96AG4
ENSG00000127399	Q9BV99
ENSG00000204052	Q5JTD7
ENSG00000171017	Q6NSJ5
ENSG00000136141	Q9Y2L9
ENSG00000130224	Q5VUJ6
ENSG00000186001	Q96II8
ENSG00000077454	O75427
ENSG00000173621	Q6PJG9
ENSG00000155530	Q96M69
ENSG00000121931	Q5T3J3
ENSG00000144749	Q96JA1
ENSG00000133640	Q96JM4
ENSG00000148655	Q9H2I8
ENSG00000197324	Q7Z4F1
ENSG00000070018	O75581
ENSG00000175928	Q6UXK5
ENSG00000125872	Q8WUT4
ENSG00000146006	O43300
ENSG00000148356	Q6UWE0
ENSG00000144771	Q9HBL6
ENSG00000149657	Q9BX40
ENSG00000104826	P01229
ENSG00000155858	P83369
ENSG00000161654	Q3MHD2
ENSG00000175324	O15116
ENSG00000204392	Q9Y333
ENSG00000170860	P62310
ENSG00000130520	Q9Y4Z0
ENSG00000106355	Q9Y4Y9
ENSG00000164167	P62312
ENSG00000130332	Q9UK45
ENSG00000181016	Q8N8F7
ENSG00000179564	Q8N112
ENSG00000160285	P48449
ENSG00000213316	Q16873
ENSG00000050426	Q6P1Q0
ENSG00000149716	Q8WV07
ENSG00000149357	Q6IAA8
ENSG00000116586	Q9Y2Q5
ENSG00000109270	Q9UHA4
ENSG00000188186	Q0VGL1
ENSG00000134248	O43504
ENSG00000135521	Q96GA3
ENSG00000007392	Q9NQ29
ENSG00000153714	Q8IV03
ENSG00000171357	Q96LR2
ENSG00000102021	Q9P127
ENSG00000179593	O15296
ENSG00000079257	Q9BS40
ENSG00000204421	O95867
ENSG00000244355	O95868
ENSG00000167656	Q14210
ENSG00000160932	Q16553
ENSG00000112799	O95711
ENSG00000154589	Q9Y6Y9
ENSG00000188404	P14151
ENSG00000145220	Q9NX58
ENSG00000144214	Q8N1E2
ENSG00000185674	Q86SG7
ENSG00000120992	O75608
ENSG00000011009	O95372
ENSG00000150551	Q8N2G4
ENSG00000197353	Q6UXB3
ENSG00000159871	Q6UWN5
ENSG00000187123	Q86Y78
ENSG00000143353	Q5VWZ2
ENSG00000186687	Q5U5X0
ENSG00000163155	Q96S90
ENSG00000140280	Q8IV50
ENSG00000133800	Q9Y5Y7
ENSG00000162441	Q8WZA0
ENSG00000163818	Q9NQ48
ENSG00000099949	Q8N653
ENSG00000061337	Q9Y250
ENSG00000107816	Q9BRK4
ENSG00000159374	Q8TC57
ENSG00000180611	Q8IYB1
ENSG00000006062	Q99558
ENSG00000091436	Q9NYL2
ENSG00000156265	P57077
ENSG00000071203	Q9NXJ0
ENSG00000204979	Q5J8X5
ENSG00000166928	Q96JA4
ENSG00000110079	Q96JQ5
ENSG00000110077	Q9H2W1
ENSG00000166926	Q96DS6
ENSG00000117643	Q9NR34
ENSG00000013288	Q9Y2E5
ENSG00000100577	O43708
ENSG00000137802	O60336
ENSG00000196123	Q68EN5
ENSG00000133315	Q9BQ69
ENSG00000181751	Q96GV9
ENSG00000204178	Q8N5G2
ENSG00000213347	Q9BW11
ENSG00000185105	A6NDP7
ENSG00000204103	Q9Y5Q3
ENSG00000197063	O15525
ENSG00000198517	O60675
ENSG00000198681	P43355
ENSG00000183305	P43356
ENSG00000268606	P43356
ENSG00000221867	P43357
ENSG00000147381	P43358
ENSG00000197172	P43360
ENSG00000156009	P43361
ENSG00000185247	P43364
ENSG00000213401	P43365
ENSG00000099399	O15479
ENSG00000120289	O15481
ENSG00000176746	Q8N7X4
ENSG00000177689	Q96LZ2
ENSG00000176774	Q96M61
ENSG00000165509	Q8TD91
ENSG00000179222	Q9Y5V3
ENSG00000187243	Q96JG8
ENSG00000198934	Q9HCI5
ENSG00000177383	Q9HAY2
ENSG00000187601	Q9H213
ENSG00000151276	Q96QZ7
ENSG00000187391	Q86UL8
ENSG00000254585	Q9UJ55
ENSG00000162972	Q8WWC4
ENSG00000168070	Q3KP22
ENSG00000198042	Q9BXY0
ENSG00000147676	Q969L2
ENSG00000152939	Q8N4S9
ENSG00000144063	Q13021
ENSG00000172175	Q9UDY8
ENSG00000172005	P21145
ENSG00000165072	Q7Z304
ENSG00000196782	Q96JK9
ENSG00000174106	Q9Y2U8
ENSG00000101363	Q9NQG1
ENSG00000111261	Q9H8J5
ENSG00000065833	P48163
ENSG00000164024	P53582
ENSG00000135525	Q14244
